Date,state_name,state_code,district_name,district_code,confirmed_district,recovered_district,deceased_district,total_confirmed_district,total_recovered_district,total_deceased_district,confirmed_state,recovered_state,deceased_state,total_confirmed_state,total_recovered_state,total_deceased_state,confirmed_india,recovered_india,deceased_india,total_confirmed_india,total_recovered_india,total_deceased_india
22-12-2020,Andaman and Nicobar Islands,,Unknown,,4893,4749,62,4893,4749,62,4893,4749,62,4893,4749,62,23880,27032,329,10099308,9662697,146476
22-12-2020,Andhra Pradesh,28.0,Anantapur,502.0,67177,66419,595,67177,66419,595,879339,868279,7082,879339,868279,7082,23880,27032,329,10099308,9662697,146476
22-12-2020,Andhra Pradesh,28.0,Chittoor,503.0,85593,84322,838,85593,84322,838,879339,868279,7082,879339,868279,7082,23880,27032,329,10099308,9662697,146476
22-12-2020,Andhra Pradesh,28.0,East Godavari,505.0,123361,122303,636,123361,122303,636,879339,868279,7082,879339,868279,7082,23880,27032,329,10099308,9662697,146476
22-12-2020,Andhra Pradesh,28.0,Guntur,506.0,74335,73118,662,74335,73118,662,879339,868279,7082,879339,868279,7082,23880,27032,329,10099308,9662697,146476
22-12-2020,Andhra Pradesh,28.0,Krishna,510.0,47282,45935,660,47282,45935,660,879339,868279,7082,879339,868279,7082,23880,27032,329,10099308,9662697,146476
22-12-2020,Andhra Pradesh,28.0,Kurnool,511.0,60503,59917,487,60503,59917,487,879339,868279,7082,879339,868279,7082,23880,27032,329,10099308,9662697,146476
22-12-2020,Andhra Pradesh,28.0,Prakasam,517.0,61948,61194,578,61948,61194,578,879339,868279,7082,879339,868279,7082,23880,27032,329,10099308,9662697,146476
22-12-2020,Andhra Pradesh,28.0,S.P.S. Nellore,515.0,61960,60900,505,61960,60900,505,879339,868279,7082,879339,868279,7082,23880,27032,329,10099308,9662697,146476
22-12-2020,Andhra Pradesh,28.0,Srikakulam,519.0,45857,45340,346,45857,45340,346,879339,868279,7082,879339,868279,7082,23880,27032,329,10099308,9662697,146476
22-12-2020,Andhra Pradesh,28.0,Visakhapatnam,520.0,58920,58114,549,58920,58114,549,879339,868279,7082,879339,868279,7082,23880,27032,329,10099308,9662697,146476
22-12-2020,Andhra Pradesh,28.0,Vizianagaram,521.0,40990,40676,238,40990,40676,238,879339,868279,7082,879339,868279,7082,23880,27032,329,10099308,9662697,146476
22-12-2020,Andhra Pradesh,28.0,West Godavari,523.0,93694,92926,532,93694,92926,532,879339,868279,7082,879339,868279,7082,23880,27032,329,10099308,9662697,146476
22-12-2020,Andhra Pradesh,28.0,Y.S.R. Kadapa,504.0,54824,54220,456,54824,54220,456,879339,868279,7082,879339,868279,7082,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Anjaw,628.0,204,196,0,204,196,0,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Changlang,229.0,1272,1261,4,1272,1261,4,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,East Kameng,231.0,304,304,0,304,304,0,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,East Siang,232.0,1115,1094,4,1115,1094,4,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Kamle,718.0,29,29,0,29,29,0,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Kra Daadi,677.0,37,37,0,37,37,0,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Kurung Kumey,233.0,117,117,0,117,117,0,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Lepa Rada,724.0,277,273,0,277,273,0,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Lohit,234.0,567,562,0,567,562,0,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Longding,666.0,248,246,0,248,246,0,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Lower Dibang Valley,235.0,472,462,0,472,462,0,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Lower Siang,719.0,285,283,0,285,283,0,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Lower Subansiri,236.0,381,380,1,381,380,1,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Namsai,678.0,429,419,4,429,419,4,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Pakke Kessang,723.0,129,129,0,129,129,0,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Papum Pare,237.0,6744,6632,29,6744,6632,29,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Shi Yomi,725.0,104,100,0,104,100,0,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Siang,679.0,132,127,1,132,127,1,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Tawang,238.0,459,421,2,459,421,2,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Tirap,239.0,586,578,2,586,578,2,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Upper Siang,240.0,360,358,0,360,358,0,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,Upper Subansiri,241.0,440,438,2,440,438,2,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,West Kameng,242.0,914,888,4,914,888,4,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Arunachal Pradesh,12.0,West Siang,243.0,1029,1022,3,1029,1022,3,16657,16379,56,16657,16379,56,23880,27032,329,10099308,9662697,146476
22-12-2020,Assam,18.0,Unknown,,215585,211075,1024,215585,211075,1024,215585,211075,1024,215585,211075,1024,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Araria,188.0,7112,7056,22,7112,7056,22,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Arwal,611.0,2261,2216,11,2261,2216,11,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Aurangabad,189.0,4966,4919,15,4966,4919,15,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Banka,190.0,3393,3279,19,3393,3279,19,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Begusarai,191.0,7569,7431,32,7569,7431,32,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Bhagalpur,192.0,9296,9069,75,9296,9069,75,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Bhojpur,193.0,4915,4820,42,4915,4820,42,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Buxar,194.0,3943,3877,17,3943,3877,17,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Darbhanga,195.0,3991,3930,32,3991,3930,32,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,East Champaran,213.0,8260,8134,50,8260,8134,50,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Gaya,196.0,7689,7466,59,7689,7466,59,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Gopalganj,197.0,5689,5600,15,5689,5600,15,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Jamui,198.0,3130,3095,10,3130,3095,10,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Jehanabad,199.0,4383,4267,19,4383,4267,19,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Kaimur,200.0,2008,1957,10,2008,1957,10,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Katihar,201.0,7107,6994,12,7107,6994,12,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Khagaria,202.0,3037,2999,12,3037,2999,12,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Kishanganj,203.0,4248,4124,13,4248,4124,13,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Lakhisarai,204.0,3659,3544,9,3659,3544,9,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Madhepura,205.0,4772,4715,16,4772,4715,16,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Madhubani,206.0,7526,7447,32,7526,7447,32,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Munger,207.0,4127,4010,50,4127,4010,50,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Muzaffarpur,208.0,11302,11053,45,11302,11053,45,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Nalanda,209.0,8004,7853,54,8004,7853,54,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Nawada,210.0,4083,3924,23,4083,3924,23,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Patna,212.0,46900,44758,363,46900,44758,363,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Purnia,214.0,9200,9104,21,9200,9104,21,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Rohtas,215.0,6643,6527,45,6643,6527,45,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Saharsa,216.0,6658,6591,12,6658,6591,12,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Samastipur,217.0,5135,5032,34,5135,5032,34,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Saran,218.0,6963,6669,52,6963,6669,52,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Sheikhpura,219.0,2970,2951,12,2970,2951,12,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Sheohar,220.0,1411,1372,1,1411,1372,1,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Sitamarhi,221.0,4279,4148,14,4279,4148,14,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Siwan,222.0,4597,4495,29,4597,4495,29,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Supaul,223.0,5537,5486,17,5537,5486,17,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,Vaishali,224.0,5328,5203,46,5328,5203,46,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Bihar,10.0,West Champaran,211.0,5937,5820,22,5937,5820,22,248028,241935,1362,248028,241935,1362,23880,27032,329,10099308,9662697,146476
22-12-2020,Chandigarh,4.0,Chandigarh,44.0,19184,18508,312,19184,18508,312,19184,18508,312,19184,18508,312,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Balod,646.0,8673,7802,76,8673,7802,76,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Baloda Bazar,644.0,8569,8290,123,8569,8290,123,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Balrampur,649.0,3233,3038,11,3233,3038,11,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Bametara,650.0,4339,3876,51,4339,3876,51,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Bastar,374.0,7512,7277,78,7512,7277,78,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Bijapur,636.0,3962,3909,28,3962,3909,28,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Bilaspur,375.0,17186,16734,187,17186,16734,187,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Dakshin Bastar Dantewada,376.0,5788,5759,15,5788,5759,15,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Dhamtari,377.0,7457,6805,104,7457,6805,104,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Durg,378.0,21742,19654,543,21742,19654,543,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Gariaband,645.0,3846,3663,46,3846,3663,46,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Janjgir Champa,379.0,18093,17627,202,18093,17627,202,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Jashpur,380.0,3174,2896,21,3174,2896,21,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Kabeerdham,382.0,5426,5188,66,5426,5188,66,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Kondagaon,643.0,4862,4743,25,4862,4743,25,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Korba,383.0,15558,15310,101,15558,15310,101,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Koriya,384.0,4511,4285,36,4511,4285,36,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Mahasamund,385.0,7489,6878,111,7489,6878,111,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Mungeli,647.0,3769,3706,23,3769,3706,23,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Narayanpur,637.0,1904,1867,2,1904,1867,2,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Raigarh,386.0,20651,20017,270,20651,20017,270,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Raipur,387.0,51148,43587,698,51148,43587,698,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Rajnandgaon,388.0,17583,16202,161,17583,16202,161,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Sukma,642.0,3697,3635,10,3697,3635,10,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Surajpur,648.0,5308,4762,32,5308,4762,32,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Surguja,389.0,7049,6419,77,7049,6419,77,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Chhattisgarh,22.0,Uttar Bastar Kanker,381.0,5904,5758,54,5904,5758,54,269857,250766,3212,269857,250766,3212,23880,27032,329,10099308,9662697,146476
22-12-2020,Delhi,7.0,Delhi,79.0,618747,599683,10329,618747,599683,10329,618747,599683,10329,618747,599683,10329,23880,27032,329,10099308,9662697,146476
22-12-2020,Dadra and Nagar Haveli and Daman and Diu,26.0,Dadra and Nagar Haveli,465.0,1640,1632,1,1640,1632,1,3354,3315,2,3354,3315,2,23880,27032,329,10099308,9662697,146476
22-12-2020,Dadra and Nagar Haveli and Daman and Diu,26.0,Daman,463.0,1402,1374,1,1402,1374,1,3354,3315,2,3354,3315,2,23880,27032,329,10099308,9662697,146476
22-12-2020,Dadra and Nagar Haveli and Daman and Diu,26.0,Diu,464.0,312,309,0,312,309,0,3354,3315,2,3354,3315,2,23880,27032,329,10099308,9662697,146476
22-12-2020,Goa,30.0,Unknown,,50239,48567,725,50239,48567,725,50239,48567,725,50239,48567,725,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Ahmedabad,438.0,56005,50801,2219,56005,50801,2219,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Amreli,439.0,3697,3479,32,3697,3479,32,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Anand,440.0,2167,2073,17,2167,2073,17,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Aravalli,672.0,1115,1029,25,1115,1029,25,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Banaskantha,441.0,4464,4453,36,4464,4453,36,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Bharuch,442.0,3728,3579,18,3728,3579,18,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Bhavnagar,443.0,5676,5499,68,5676,5499,68,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Botad,676.0,1011,933,11,1011,933,11,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Chhota Udaipur,668.0,850,830,3,850,830,3,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Dahod,445.0,2814,2658,7,2814,2658,7,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Dang,444.0,144,141,0,144,141,0,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Devbhumi Dwarka,674.0,1017,960,5,1017,960,5,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Gandhinagar,446.0,7857,7362,103,7857,7362,103,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Gir Somnath,675.0,2268,2095,24,2268,2095,24,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Jamnagar,447.0,10030,9753,35,10030,9753,35,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Junagadh,448.0,4751,4454,33,4751,4454,33,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Kheda,450.0,2797,2670,16,2797,2670,16,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Kutch,449.0,3788,3524,33,3788,3524,33,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Mahisagar,669.0,1883,1779,7,1883,1779,7,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Mehsana,451.0,6485,6126,37,6485,6126,37,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Morbi,673.0,2985,2731,18,2985,2731,18,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Narmada,452.0,1896,1769,1,1896,1769,1,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Navsari,453.0,1546,1518,8,1546,1518,8,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Panchmahal,454.0,3919,3709,21,3919,3709,21,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Patan,455.0,4087,3912,52,4087,3912,52,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Porbandar,456.0,683,670,4,683,670,4,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Rajkot,457.0,19356,17727,188,19356,17727,188,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Sabarkantha,458.0,2692,2526,13,2692,2526,13,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Surat,459.0,48022,45939,952,48022,45939,952,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Surendranagar,460.0,3352,3087,12,3352,3087,12,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Tapi,641.0,1017,1000,6,1017,1000,6,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Vadodara,461.0,23639,21437,232,23639,21437,232,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Gujarat,24.0,Valsad,462.0,1344,1320,9,1344,1320,9,237247,221702,4248,237247,221702,4248,23880,27032,329,10099308,9662697,146476
22-12-2020,Himachal Pradesh,2.0,Bilaspur,375.0,2726,2485,23,2726,2485,23,52955,47240,877,52955,47240,877,23880,27032,329,10099308,9662697,146476
22-12-2020,Himachal Pradesh,2.0,Chamba,16.0,2711,2466,48,2711,2466,48,52955,47240,877,52955,47240,877,23880,27032,329,10099308,9662697,146476
22-12-2020,Himachal Pradesh,2.0,Hamirpur,17.0,2671,2405,42,2671,2405,42,52955,47240,877,52955,47240,877,23880,27032,329,10099308,9662697,146476
22-12-2020,Himachal Pradesh,2.0,Kangra,18.0,7296,6241,178,7296,6241,178,52955,47240,877,52955,47240,877,23880,27032,329,10099308,9662697,146476
22-12-2020,Himachal Pradesh,2.0,Kinnaur,19.0,1280,1190,16,1280,1190,16,52955,47240,877,52955,47240,877,23880,27032,329,10099308,9662697,146476
22-12-2020,Himachal Pradesh,2.0,Kullu,20.0,4286,3921,81,4286,3921,81,52955,47240,877,52955,47240,877,23880,27032,329,10099308,9662697,146476
22-12-2020,Himachal Pradesh,2.0,Lahaul and Spiti,21.0,1201,1151,11,1201,1151,11,52955,47240,877,52955,47240,877,23880,27032,329,10099308,9662697,146476
22-12-2020,Himachal Pradesh,2.0,Mandi,22.0,9198,8105,112,9198,8105,112,52955,47240,877,52955,47240,877,23880,27032,329,10099308,9662697,146476
22-12-2020,Himachal Pradesh,2.0,Shimla,23.0,9760,8771,240,9760,8771,240,52955,47240,877,52955,47240,877,23880,27032,329,10099308,9662697,146476
22-12-2020,Himachal Pradesh,2.0,Sirmaur,24.0,3102,2858,27,3102,2858,27,52955,47240,877,52955,47240,877,23880,27032,329,10099308,9662697,146476
22-12-2020,Himachal Pradesh,2.0,Solan,25.0,6131,5243,66,6131,5243,66,52955,47240,877,52955,47240,877,23880,27032,329,10099308,9662697,146476
22-12-2020,Himachal Pradesh,2.0,Una,26.0,2593,2404,33,2593,2404,33,52955,47240,877,52955,47240,877,23880,27032,329,10099308,9662697,146476
22-12-2020,Haryana,6.0,Ambala,58.0,11279,10891,141,11279,10891,141,258731,250502,2842,258731,250502,2842,23880,27032,329,10099308,9662697,146476
